complex_45w.pdb 0.000
#Interface RMSD
complex_61w.pdb 0.056
complex_86w.pdb 0.107
complex_140w.pdb 0.108
complex_10w.pdb 0.112
complex_50w.pdb 0.120
complex_21w.pdb 0.127
complex_162w.pdb 0.134
complex_196w.pdb 0.152
complex_82w.pdb 0.155
complex_109w.pdb 0.159
complex_160w.pdb 0.172
complex_152w.pdb 0.176
complex_188w.pdb 0.176
complex_149w.pdb 0.178
complex_131w.pdb 0.184
complex_81w.pdb 0.187
complex_68w.pdb 0.188
complex_164w.pdb 0.201
complex_89w.pdb 0.203
complex_33w.pdb 0.206
complex_179w.pdb 0.215
complex_27w.pdb 0.218
complex_181w.pdb 0.221
complex_60w.pdb 0.224
complex_190w.pdb 0.226
complex_112w.pdb 0.228
complex_49w.pdb 0.234
complex_134w.pdb 0.235
complex_31w.pdb 0.236
complex_4w.pdb 0.240
complex_63w.pdb 0.246
complex_153w.pdb 0.250
complex_114w.pdb 0.256
complex_123w.pdb 0.257
complex_1w.pdb 0.260
complex_20w.pdb 0.265
complex_186w.pdb 0.266
complex_44w.pdb 0.267
complex_145w.pdb 0.271
complex_182w.pdb 0.276
complex_175w.pdb 0.285
complex_17w.pdb 0.285
complex_91w.pdb 0.286
complex_39w.pdb 0.288
complex_150w.pdb 0.290
complex_15w.pdb 0.290
complex_106w.pdb 0.299
complex_77w.pdb 0.309
complex_48w.pdb 0.313
complex_120w.pdb 0.321
complex_200w.pdb 0.322
complex_155w.pdb 0.323
complex_100w.pdb 0.324
complex_130w.pdb 0.324
complex_119w.pdb 0.331
complex_88w.pdb 0.333
complex_5w.pdb 0.336
complex_53w.pdb 0.338
complex_103w.pdb 0.344
complex_189w.pdb 0.344
complex_110w.pdb 0.346
complex_163w.pdb 0.347
complex_26w.pdb 0.349
complex_28w.pdb 0.353
complex_128w.pdb 0.356
complex_165w.pdb 0.358
complex_75w.pdb 0.360
complex_136w.pdb 0.363
complex_111w.pdb 0.371
complex_115w.pdb 0.375
complex_80w.pdb 0.379
complex_90w.pdb 0.384
complex_151w.pdb 0.389
complex_185w.pdb 0.391
complex_126w.pdb 0.405
complex_93w.pdb 0.405
complex_157w.pdb 0.407
complex_138w.pdb 0.411
complex_51w.pdb 0.411
complex_117w.pdb 0.417
complex_74w.pdb 0.432
complex_55w.pdb 0.438
complex_94w.pdb 0.440
complex_199w.pdb 0.441
complex_76w.pdb 0.441
complex_169w.pdb 0.456
complex_70w.pdb 0.456
complex_6w.pdb 0.462
complex_85w.pdb 0.463
complex_7w.pdb 0.471
complex_105w.pdb 0.476
complex_52w.pdb 0.476
complex_83w.pdb 0.476
complex_79w.pdb 0.489
complex_65w.pdb 0.490
complex_158w.pdb 0.497
complex_12w.pdb 0.499
complex_69w.pdb 0.501
complex_22w.pdb 0.505
complex_2w.pdb 0.509
complex_56w.pdb 0.510
complex_34w.pdb 0.519
complex_11w.pdb 0.524
complex_133w.pdb 0.525
complex_95w.pdb 0.527
complex_141w.pdb 0.529
complex_78w.pdb 0.535
complex_59w.pdb 0.536
complex_127w.pdb 0.572
complex_146w.pdb 0.572
complex_25w.pdb 0.580
complex_118w.pdb 0.583
complex_58w.pdb 0.590
complex_24w.pdb 0.592
complex_194w.pdb 0.600
complex_113w.pdb 0.609
complex_97w.pdb 0.619
complex_148w.pdb 0.628
complex_87w.pdb 0.632
complex_64w.pdb 0.634
complex_73w.pdb 0.636
complex_139w.pdb 0.637
complex_38w.pdb 0.637
complex_187w.pdb 0.642
complex_41w.pdb 0.644
complex_195w.pdb 0.652
complex_184w.pdb 0.653
complex_143w.pdb 0.657
complex_173w.pdb 0.664
complex_161w.pdb 0.668
complex_116w.pdb 0.696
complex_135w.pdb 0.698
complex_122w.pdb 0.704
complex_193w.pdb 0.704
complex_178w.pdb 0.710
complex_166w.pdb 0.718
complex_167w.pdb 0.718
complex_71w.pdb 0.722
complex_62w.pdb 0.723
complex_32w.pdb 0.735
complex_192w.pdb 0.739
complex_36w.pdb 0.740
complex_67w.pdb 0.748
complex_13w.pdb 0.751
complex_176w.pdb 0.754
complex_47w.pdb 0.762
complex_29w.pdb 0.771
complex_174w.pdb 0.776
complex_98w.pdb 0.779
complex_170w.pdb 0.784
complex_104w.pdb 0.789
complex_147w.pdb 0.807
complex_9w.pdb 0.809
complex_43w.pdb 0.812
complex_19w.pdb 0.815
complex_159w.pdb 0.816
complex_129w.pdb 0.826
complex_198w.pdb 0.830
complex_30w.pdb 0.830
complex_197w.pdb 0.836
complex_42w.pdb 0.836
complex_96w.pdb 0.836
complex_99w.pdb 0.839
complex_180w.pdb 0.847
complex_16w.pdb 0.860
complex_171w.pdb 0.870
complex_121w.pdb 0.875
complex_54w.pdb 0.875
complex_8w.pdb 0.909
complex_172w.pdb 0.914
complex_137w.pdb 0.916
complex_72w.pdb 0.923
complex_57w.pdb 0.930
complex_102w.pdb 0.934
complex_183w.pdb 0.935
complex_46w.pdb 0.944
complex_142w.pdb 0.948
complex_125w.pdb 0.952
complex_101w.pdb 0.959
complex_3w.pdb 0.967
complex_92w.pdb 0.973
complex_107w.pdb 0.974
complex_154w.pdb 0.987
complex_37w.pdb 0.987
complex_132w.pdb 0.992
complex_66w.pdb 0.995
complex_191w.pdb 0.998
complex_14w.pdb 1.008
complex_40w.pdb 1.012
complex_156w.pdb 1.018
complex_18w.pdb 1.021
complex_108w.pdb 1.026
complex_23w.pdb 1.046
complex_124w.pdb 1.057
complex_144w.pdb 1.079
complex_35w.pdb 1.103
complex_84w.pdb 1.163
complex_177w.pdb 1.221
complex_168w.pdb 1.319
