complex_70w.pdb 0.000
#Interface RMSD
complex_2w.pdb 0.081
complex_197w.pdb 0.110
complex_176w.pdb 0.119
complex_76w.pdb 0.122
complex_36w.pdb 0.128
complex_8w.pdb 0.140
complex_45w.pdb 0.147
complex_179w.pdb 0.148
complex_111w.pdb 0.150
complex_128w.pdb 0.150
complex_64w.pdb 0.150
complex_6w.pdb 0.159
complex_101w.pdb 0.170
complex_113w.pdb 0.172
complex_32w.pdb 0.172
complex_53w.pdb 0.176
complex_79w.pdb 0.176
complex_146w.pdb 0.180
complex_92w.pdb 0.181
complex_62w.pdb 0.195
complex_186w.pdb 0.198
complex_51w.pdb 0.198
complex_133w.pdb 0.201
complex_152w.pdb 0.208
complex_144w.pdb 0.209
complex_35w.pdb 0.212
complex_55w.pdb 0.213
complex_118w.pdb 0.223
complex_12w.pdb 0.224
complex_182w.pdb 0.225
complex_34w.pdb 0.232
complex_13w.pdb 0.233
complex_23w.pdb 0.234
complex_141w.pdb 0.237
complex_73w.pdb 0.245
complex_50w.pdb 0.248
complex_59w.pdb 0.257
complex_68w.pdb 0.261
complex_96w.pdb 0.267
complex_192w.pdb 0.273
complex_3w.pdb 0.275
complex_81w.pdb 0.275
complex_150w.pdb 0.279
complex_82w.pdb 0.282
complex_22w.pdb 0.287
complex_151w.pdb 0.288
complex_126w.pdb 0.289
complex_38w.pdb 0.295
complex_177w.pdb 0.298
complex_169w.pdb 0.302
complex_75w.pdb 0.303
complex_67w.pdb 0.305
complex_115w.pdb 0.310
complex_9w.pdb 0.316
complex_168w.pdb 0.318
complex_163w.pdb 0.321
complex_14w.pdb 0.329
complex_153w.pdb 0.329
complex_109w.pdb 0.336
complex_41w.pdb 0.336
complex_174w.pdb 0.338
complex_65w.pdb 0.338
complex_37w.pdb 0.339
complex_18w.pdb 0.340
complex_94w.pdb 0.340
complex_83w.pdb 0.341
complex_183w.pdb 0.343
complex_87w.pdb 0.343
complex_165w.pdb 0.360
complex_29w.pdb 0.365
complex_131w.pdb 0.366
complex_21w.pdb 0.368
complex_127w.pdb 0.371
complex_71w.pdb 0.376
complex_137w.pdb 0.384
complex_84w.pdb 0.389
complex_39w.pdb 0.396
complex_17w.pdb 0.398
complex_123w.pdb 0.407
complex_27w.pdb 0.410
complex_112w.pdb 0.426
complex_74w.pdb 0.426
complex_63w.pdb 0.428
complex_139w.pdb 0.430
complex_107w.pdb 0.432
complex_160w.pdb 0.433
complex_20w.pdb 0.433
complex_166w.pdb 0.435
complex_86w.pdb 0.438
complex_11w.pdb 0.442
complex_57w.pdb 0.443
complex_143w.pdb 0.444
complex_161w.pdb 0.445
complex_156w.pdb 0.449
complex_180w.pdb 0.449
complex_54w.pdb 0.456
complex_200w.pdb 0.457
complex_15w.pdb 0.462
complex_26w.pdb 0.473
complex_136w.pdb 0.488
complex_28w.pdb 0.488
complex_195w.pdb 0.489
complex_91w.pdb 0.498
complex_181w.pdb 0.499
complex_31w.pdb 0.500
complex_116w.pdb 0.501
complex_154w.pdb 0.501
complex_98w.pdb 0.507
complex_187w.pdb 0.509
complex_104w.pdb 0.510
complex_193w.pdb 0.512
complex_58w.pdb 0.515
complex_66w.pdb 0.519
complex_89w.pdb 0.525
complex_93w.pdb 0.535
complex_43w.pdb 0.545
complex_77w.pdb 0.546
complex_72w.pdb 0.554
complex_172w.pdb 0.555
complex_196w.pdb 0.558
complex_117w.pdb 0.572
complex_61w.pdb 0.574
complex_191w.pdb 0.578
complex_175w.pdb 0.580
complex_148w.pdb 0.584
complex_103w.pdb 0.585
complex_167w.pdb 0.594
complex_138w.pdb 0.600
complex_185w.pdb 0.603
complex_25w.pdb 0.604
complex_145w.pdb 0.605
complex_135w.pdb 0.609
complex_170w.pdb 0.620
complex_158w.pdb 0.633
complex_46w.pdb 0.636
complex_4w.pdb 0.637
complex_106w.pdb 0.641
complex_194w.pdb 0.646
complex_100w.pdb 0.655
complex_110w.pdb 0.656
complex_122w.pdb 0.669
complex_173w.pdb 0.671
complex_16w.pdb 0.681
complex_97w.pdb 0.683
complex_147w.pdb 0.684
complex_44w.pdb 0.684
complex_48w.pdb 0.686
complex_105w.pdb 0.687
complex_47w.pdb 0.689
complex_85w.pdb 0.690
complex_49w.pdb 0.696
complex_178w.pdb 0.698
complex_5w.pdb 0.700
complex_121w.pdb 0.704
complex_7w.pdb 0.716
complex_99w.pdb 0.720
complex_108w.pdb 0.725
complex_159w.pdb 0.725
complex_80w.pdb 0.725
complex_124w.pdb 0.729
complex_149w.pdb 0.734
complex_102w.pdb 0.738
complex_1w.pdb 0.751
complex_30w.pdb 0.759
complex_56w.pdb 0.761
complex_52w.pdb 0.766
complex_130w.pdb 0.767
complex_119w.pdb 0.768
complex_24w.pdb 0.768
complex_157w.pdb 0.770
complex_198w.pdb 0.774
complex_42w.pdb 0.775
complex_162w.pdb 0.785
complex_88w.pdb 0.802
complex_19w.pdb 0.806
complex_114w.pdb 0.818
complex_171w.pdb 0.818
complex_33w.pdb 0.822
complex_129w.pdb 0.826
complex_125w.pdb 0.827
complex_142w.pdb 0.843
complex_95w.pdb 0.844
complex_40w.pdb 0.850
complex_199w.pdb 0.859
complex_155w.pdb 0.864
complex_190w.pdb 0.866
complex_10w.pdb 0.882
complex_184w.pdb 0.897
complex_189w.pdb 0.897
complex_164w.pdb 0.903
complex_78w.pdb 0.907
complex_188w.pdb 0.914
complex_69w.pdb 0.922
complex_120w.pdb 0.925
complex_140w.pdb 0.949
complex_60w.pdb 1.007
complex_134w.pdb 1.090
complex_132w.pdb 1.146
complex_90w.pdb 1.148
