complex_117w.pdb 1.163
complex_121w.pdb 1.179
complex_101w.pdb 1.184
complex_8w.pdb 1.189
complex_61w.pdb 1.196
complex_80w.pdb 1.200
complex_54w.pdb 1.204
complex_14w.pdb 1.209
complex_29w.pdb 1.219
complex_55w.pdb 1.221
complex_124w.pdb 1.222
complex_63w.pdb 1.223
complex_169w.pdb 1.229
complex_79w.pdb 1.232
complex_58w.pdb 1.233
complex_150w.pdb 1.234
complex_28w.pdb 1.234
complex_118w.pdb 1.238
complex_89w.pdb 1.239
complex_141w.pdb 1.245
complex_137w.pdb 1.247
complex_95w.pdb 1.247
complex_39w.pdb 1.253
complex_127w.pdb 1.264
complex_175w.pdb 1.282
complex_56w.pdb 1.282
complex_84w.pdb 1.287
complex_198w.pdb 1.289
complex_181w.pdb 1.294
complex_151w.pdb 1.300
complex_123w.pdb 1.304
complex_104w.pdb 1.312
complex_116w.pdb 1.319
complex_167w.pdb 1.321
complex_65w.pdb 1.341
complex_188w.pdb 1.345
complex_52w.pdb 1.350
complex_45w.pdb 1.351
complex_155w.pdb 1.354
complex_128w.pdb 1.355
complex_119w.pdb 1.364
complex_67w.pdb 1.365
complex_177w.pdb 1.369
complex_34w.pdb 1.370
complex_172w.pdb 1.374
complex_160w.pdb 1.381
complex_107w.pdb 1.386
complex_132w.pdb 1.387
complex_182w.pdb 1.399
complex_135w.pdb 1.409
complex_36w.pdb 1.416
complex_174w.pdb 1.424
complex_2w.pdb 1.430
complex_190w.pdb 1.433
complex_131w.pdb 1.440
complex_165w.pdb 1.445
complex_15w.pdb 1.468
complex_25w.pdb 1.470
complex_3w.pdb 1.474
complex_140w.pdb 1.475
complex_164w.pdb 1.480
complex_53w.pdb 1.486
complex_105w.pdb 1.505
complex_88w.pdb 1.505
complex_108w.pdb 1.507
complex_17w.pdb 1.507
complex_26w.pdb 1.507
complex_194w.pdb 1.508
complex_106w.pdb 1.515
complex_148w.pdb 1.516
complex_6w.pdb 1.518
complex_93w.pdb 1.556
complex_98w.pdb 1.559
complex_154w.pdb 1.562
complex_94w.pdb 1.595
complex_180w.pdb 1.662
complex_78w.pdb 1.662
complex_70w.pdb 1.696
complex_11w.pdb 1.718
complex_129w.pdb 1.718
complex_159w.pdb 1.718
complex_33w.pdb 1.723
complex_186w.pdb 1.748
complex_146w.pdb 1.845
complex_27w.pdb 1.918
